#OTU_IDs	trait1
Formosa_algae-_-AY228461--_KMM_3553_T	12.0
Pseudooceanicola_nanhaiensis-_-JHZF01000008--_DSM_18065_T	27.0
Halogeometricum_rufum-_-EU887286--_RO1-4_T	31.0
Halorussus_salinus-_-KC918821--_YJ-37-H_T	32.0
Roseovarius_aestuarii-_-EU156066--_SMK-122_T	27.0
Aeromonas_finlandensis-_-LM654283--_4287D_T	33.0
Xanthomonas_bonasiae-_-OM424206--_FX4_T	30.0
Campylobacter_blaseri-_-MG013475--_17S00004-5_T	33.0
Streptomyces_labedae-_-AB184704--_NBRC_15864_T	24.0
Cronobacter_dublinensis_subsp._lactaridi-_-EF059838--_E464_T	36.0
Brevibacillus_marinus-_-MK288111--_SCSIO_07484T	26.0
Dokdonella_kunshanensis-_-JQ341904--_DC-3_T	25.0
Spirosoma_rhododendri-_-MT012226--_CJU-R4_T	22.0
Geobacillus_vulcani-_-AJ293805--_3S-1_T	58.0
Natronomonas_gomsonensis-_-JF950943--_SA3_T	34.0
Microvirga_aerilata-_-GQ421849--_5420S-16_T	30.0
Mycoplasma_phocoenae-_-GU905021--_Phocoena_C-264-GENT	29.0
Chitinophaga_cymbidii-_-JN680880--_R156-2_T	21.0
Streptomyces_rimosus-_-AB045883--_JCM_4667_T	22.0
Mesorhizobium_acaciae-_-JQ697665--_RITF741_T	24.0
Afipia_carboxidovorans-_-FR733697--_DSM1227_T	27.0
Halopseudomonas_phragmitis-_-MF372122--_S-6-2_T	26.0
Amycolatopsis_oliviviridis-_-LC225637--_SCM_MK2-4_T	26.0
Thermococcus_aciditolerans-_-MK796104--_SY133_T	84.0
Ferrimonas_aestuarii-_-MK263029--_IMCC35002_T	20.0
Dyadobacter_pollutisoli-_-MW173247--_U1T	15.0
Enterococcus_thailandicus-_-AB681572--_NBRC_101867_T	35.0
Lentibacillus_salinarum-_-EF601571--_AHS-1_T	27.0
Aureisphaera_galaxeae-_-AB983370--_04OKA003-7_T	21.0
Nibribacter_koreensis-_-JN607156--_GSR3061_T	17.0
Mycetocola_manganoxydans-_-GU217690--_MB1-14_T	28.0
Bifidobacterium_longum_subsp._suillum-_-AB924532--_Su_851_T	35.0
Snodgrassella_communis-_-OU943323--_LMG_28360T	34.0
Halomonas_lysinitropha-_-KU886576--_3-2-_T	26.0
g__118004	26.0
Thiolinea_disciformis-_-AQVE01000036--_DSM_14473_T	22.0
Gelidibacter_mesophilus-_-AJ344133--_2SM29T-_CECT_5103T_T	11.0
Emticicia_agri-_-LC434627--_17J42-9_T	26.0
Acholeplasma_equifetale-_-AY538165--_C112_T	30.0
Pontibacillus_salicampi-_-KF963825--_BH043_T	27.0
g__354349	27.0
Parviterribacter_multiflagellatus-_-KP981371--_A22/0/F9_1_T	31.0
g__1744881	26.0
Lactiplantibacillus_daowaiensis-_-LC438517--_203-3_T	27.0
Sphingobium_terrigena-_-MG745378--_EO9_T	22.0
Kibdelosporangium_phytohabitans-_-CP012752--_KLBMP1111_n_T	29.0
Filomicrobium_fusiforme-_-Y14313--_DSM_5304_T	12.0
Deefgea_chitinilytica-_-FJ347759--_Nsw-4_T	30.0
Magnetococcus_marinus-_-CP000471--_MC-1_T	9.0
Streptomyces_hokutonensis-_-AB808756--_R1-NS-10_T	26.0
Nakamurella_leprariae-_-MZ050064--_YIM_132084_T	25.0
Paraburkholderia_paradisi-_-JF763851--_WA_T	27.0
Spiribacter_curvatus-_-CP005990--_UAH-SP71_T	27.0
Streptomyces_ramulosus-_-DQ026662--_NRRL_B-2714_T	22.0
g__2881000	45.0
Mycoplasma_hafezii-_-EU660528--_M26_T	34.0
Rhodohalobacter_halophilus-_-KU862657--_JZ3C29_T	23.0
Indioceanicola_profundi-_-MG182357--_SCSIO_08040_T	20.0
Acidianus_sulfidivorans-_-AY907891--_JP7_T	65.0
Luteimonas_pelagia-_-KC169811--_CC-VAM-7_T	22.0
Listeria_fleischmannii_subsp._fleischmannii-_-JN093101--_LU2006-1_T	28.0
Litorimonas_cladophorae-_-JX174422--_KMM_6395_T	25.0
g__1486720	26.0
Nocardia_jiangxiensis-_-BAGB01000020--_NBRC_101359_T	26.0
g__1486725	32.0
Paenibacillus_graminis-_-AJ223987--_RSA19_T	19.0
g__112987	29.0
Undibacterium_flavidum-_-MT875208--_LX15WT	30.0
Nevskia_aquatilis-_-JQ710440--_F2-63_T	26.0
Saccharopolyspora_gloriosae-_-EU005371--_YIM_60513_T	24.0
Streptomyces_aridus-_-LT594571--_H9_T	25.0
Thermoleophilum_minutum-_-HQ223108--_YS-4_T	25.0
Aquibacillus_kalidii-_-MW139243--_HU2P27T	27.0
Methyloparacoccus_murrellii-_-HF558990--_R-49797_T	34.0
Brachybacterium_saurashtrense-_-EU937750--_JG_06_T	28.0
g__2207	32.0
g__2204	35.0
g__2202	31.0
Asaia_astilbis-_-AB485740--_T-6133_T	26.0
Alcanivorax_profundimaris-_-MT452298--_ST75FaO-1_T	25.0
Limosilactobacillus_albertensis-_-MT823181--_Lr3000_T	34.0
Halochromatium_glycolicum-_-X93472--_BN_3201_=_6340_T	23.0
Caldicellulosiruptor_kristjanssonii-_-CP002326--_I77R1B_T	72.0
Wocania_ichthyoenteri-_-JX412958--_Th78_T	24.0
Sphaerisporangium_aureirubrum-_-KM094177--_NEAU-GQTH1-3_T	26.0
Flavobacterium_kayseriense-_-MW318988--_F-47_T	21.0
Blastococcus_mobilis-_-MH479063--_AT7--2--11-_DSM_44272_T	22.0
Rhodococcus_rhodochrous-_-X79288--_DSM_43241_LTP__T	32.0
Tenacibaculum_litopenaei-_-DQ822567--_B-I_T	20.0
Dyadobacter_flavus-_-KY117465--_S-53_T	18.0
g__1270155	31.0
g__42054	20.0
g__316612	30.0
Altererythrobacter_aquaemixtae-_-KY614064--_JSSK-8_T	25.0
g__53365	27.0
Parvularcula_lutaonensis-_-EU346850--_CC-MMS-1_T	25.0
Acholeplasma_morum-_-AY538168--_72-043_T	30.0
Pediococcus_acidilactici-_-AJ305320--_DSM_20284_-T-_T	26.0
Haemophilus_sputorum-_-AFNK01000005--_CCUG_13788_T	34.0
Thiospirochaeta_perfilievii-_-AY337318--_P_T	29.0
Winogradskyella_litorisediminis-_-JQ432561--_DPS-8_T	12.0
Paraburkholderia_ginsengisoli-_-AB681301--_NBRC_100965_T	27.0
Fluviicoccus_keumensis-_-KF891388--_4DR5_T	29.0
Rhizobium_rosettiformans-_-EU781656--_W3_T	28.0
Halomonas_subterranea-_-EF144148--_ZG16_T	26.0
Bradyrhizobium_ripae-_-MF593081--_WR4_T	24.0
Roseibium_salinum-_-LN794846--_DSM_29163_T	27.0
Polaromonas_vacuolata-_-U14585--_34-P_T	23.0
Halopseudomonas_pelagia-_-AROI01000066--_CL-AP6_T	24.0
Sphingobacterium_soli-_-LC193945--_NCCP-698_T	13.0
Pseudonocardia_benzenivorans-_-AJ556156--_B5_T	28.0
Flavobacterium_limnosediminis-_-JQ928688--_JC2902_T	15.0
Falsirhodobacter_deserti-_-KF268394--_W402_T	22.0
Acidicapsa_dinghuensis-_-MF150300--_4GSKX_T	25.0
Vibrio_casei-_-FJ968722--_WS_4539_T	25.0
Mesonia_oceanica-_-MH732189--_ISS653_T	23.0
Pseudomonas_pharmacofabricae-_-KX910087--_ZYSR67-Z_source_T	33.0
Kushneria_marisflavi-_-AF251143--_SW32_T	28.0
Sinomonas_soli-_-HQ605707--_CW_59_T	23.0
Salarchaeum_japonicum-_-AB663433--_JCM_16327_T	33.0
Citrobacter_youngae-_-AB273741--_GTC_1314_T	33.0
Brevibacillus_fluminis-_-EU375457--_CJ71_T	27.0
g__1604279	25.0
Haematospirillum_jordaniae-_-KM083603--_H5569_T	23.0
Sphingobacterium_prati-_-MT476935--_Arapr2_T	13.0
Halobacillus_mangrovi-_-DQ888316--_MS10_T	28.0
Paraburkholderia_steynii-_-HF674712--_HC1.1ba_T	25.0
Halomonas_johnsoniae-_-AM941399--_T68687_T	26.0
g__1866885	30.0
Testudinibacter_aquarius-_-KJ632971--_ELNT2x_T	34.0
Klebsiella_aerogenes-_-CP002824--_KCTC_2190_T	30.0
Haloactinopolyspora_alba-_-FJ969846--_YIM_93246_T	25.0
Galbibacter_marinus-_-EU928746--_ck-I2-15_T	21.0
Arenimonas_halophila-_-MG214546--_CAU1453_T	24.0
g__196136	36.0
Alteromonas_alteriprofundi-_-JABBXD010000000--_HHU_13199_T	28.0
Clostridium_neonatale-_-AF275949--_LCDC_no.99-A-005_T	34.0
Xanthomonas_dyei-_-JQ955625--_ICMP_12167_T	24.0
Staphylococcus_caledonicus-_-MT671558--_H8_T	31.0
Lactobacillus_helsingborgensis-_-JX099553--_Bma5N_T	35.0
Arcanobacterium_haemolyticum-_-CP002045--_DSM_20595_T	34.0
Bartonella_grahamii-_-Z31349--_V2_LTP__T	36.0
Qipengyuania_xiamenensis-_-MZ749493--_1XM1-15AT	27.0
g__1903158	28.0
Salinicoccus_hispanicus-_-AY028927--_DSM_5352_T	26.0
Allohahella_marinimesophila-_-HQ834530--_H94_T	23.0
Deferrisoma_palaeochoriense-_-KM386664--_MAG-PB1_T	38.0
g__42837	66.0
Catellatospora_citrea_subsp._methionotrophica-_-AF152107--_IMSNU_22006_T	27.0
Periweissella_beninensis-_-EU439435--_2L24P13_T	28.0
Aliidiomarina_haloalkalitolerans-_-FN995239--_AK5_T	7.0
Nevskia_persephonica-_-JQ710441--_G6M-30_T	25.0
Paenibacillus_pinisoli-_-KC415175--_NB5_T	30.0
Nocardia_anaemiae-_-AB162801--_IFM_0323_T	25.0
g__83618	31.0
g__83612	24.0
g__83614	25.0
Bifidobacterium_stellenboschense-_-AB559505--_AFB23-3_T	34.0
Streptomyces_oryzae-_-AB894335--_S16-07_T	25.0
Oribacterium_asaccharolyticum-_-HM120211--_ACB7_T	35.0
Thermomonas_brevis-_-AJ519989--_LMG_21746_T	30.0
Massilia_psychrophila-_-KM873051--_B1555-1_T	25.0
Ensifer_kostiensis-_-AM181747--_LMG_19225_T	27.0
g__29393	34.0
g__29395	57.0
Gordonia_araii-_-AB162800--_IFM_10211_T	26.0
Kutzneria_albida-_-EF543522--_NRRL_B-24060_T	27.0
Flavobacterium_urumqiense-_-HQ436467--_Sr25_T	21.0
Arthrobacter_frigidicola-_-JX949673--_MDT2-14T	28.0
Iodobacter_arcticus-_-FM955868--_Asd_M4-16_T	30.0
g__201096	26.0
Cryptosporangium_japonicum-_-D85466--_IFO_15966_T	25.0
Massilia_oculi-_-CP029343--_CCUG_43427_n_T	26.0
Psychrosphaera_aestuarii-_-JX854537--_PSC101_T	20.0
Lacipirellula_limnantheis-_-MK554526--_I41_T	25.0
Stackebrandtia_endophytica-_-KJ781245--_YIM_64602_T	25.0
Borrelia_tanukii-_-D67023--_Hk501_T	33.0
Pontibacter_actiniarum-_-AY989908--_KMM_6156_T	20.0
Gordonia_paraffinivorans-_-BAOQ01000072--_NBRC_108238_T	24.0
Parasporobacterium_paucivorans-_-AJ272036--_SYR1_T	34.0
Shewanella_submarina-_-KX645967--_NIO-S14_T	4.0
Rhizobium_capsici-_-HQ113369--_CC-SKC2_T	19.0
Acetoanaerobium_sticklandii-_-FP565809--_DSM_519_T	40.0
g__34096	33.0
g__34093	25.0
Rheinheimera_arenilitoris-_-KJ816861--_J-MS1_T	28.0
Pelagicola_litoralis-_-EF192392--_CL-ES2_T	25.0
Azohydromonas_lata-_-AB188125--_IAM_12599_T	29.0
Marinomonas_atlantica-_-LN909522--_Cmf_18.22_T	21.0
Aquaspirillum_putridiconchylium-_-AB076000--_IAM_14964_T	29.0
Brucella_inopinata-_-EU053207--_BO1_T	24.0
Glutamicibacter_uratoxydans-_-X83410--_DSM_20647_T	25.0
Campylobacter_canadensis-_-EF621894--_L266_T	33.0
Alistipes_hominis-_-MT905167--_NSJ-20_T	34.0
Parathalassolituus_penaei-_-OP902217--_G-43T	21.0
Allostreptomyces_psammosilenae-_-KX689228--_YIM_DR4008_T	25.0
Aristaeella_lactis-_-ON706274--_WTE2008_copy1T	43.0
Streptomyces_oryziradicis-_-MK245982--_NEAU-C40_T	26.0
Loigolactobacillus_bifermentans-_-AB289045--_JCM_1094_T	34.0
Paenibacillus_xylanexedens-_-EU558281--_B22a_T	31.0
Frigoriglobus_tundricola-_-CP053452--_PL17_T	26.0
Microbacterium_sorbitolivorans-_-KX250270--_SZDIS-1-1_T	31.0
Formosa_undariae-_-KC832835--_WS-MY3_T	12.0
Caulobacter_henricii-_-AJ227758--_ATCC_15253-T-_T	26.0
Arcanobacterium_phocae-_-FR749960--_DSM_10002_T	34.0
Halegenticoccus_soli-_-KX752787--_SYSU_A9-0_T	34.0
Filomicrobium_insigne-_-EF117253--_SLG5B-19_T	13.0
Rhizobium_cremeum-_-MW633225--_W15T	27.0
Paraburkholderia_pallida-_-MK672000--_7MH5_T	26.0
g__1885056	23.0
Rhodopila_globiformis-_-D86513--_DSM161_T	27.0
Haliangium_tepidum-_-AB062751--_SMP-10_T	26.0
Saccharospirillum_correiae-_-KY310592--_CPA1_T	19.0
Archaeoglobus_sulfaticallidus-_-FJ810190--_PM70-1_T	69.0
Bombilactobacillus_thymidiniphilus-_-OM986476--_SG4_A1T	23.0
Anoxybacillus_geothermalis-_-KJ722458--_ATCC_BAA-2555_T	57.0
g__2738399	21.0
Mycoplasma_seminis-_-EU544230--_ARNO_T	34.0
Hydrogenivirga_okinawensis-_-AB235314--_LS12-2_-=_JCM_13302_=_DSM_17378-_T	11.0
Oceaniradius_stylonematis-_-MF629007--_StC1_T	23.0
g__481178	25.0
Marinitenerispora_sediminis-_-KM273125--_TPS16_T	37.0
g__171868	70.0
Marinobacter_alexandrii-_-MK092986--_LZ-8_T	33.0
Kushneria_phyllosphaerae-_-KU320856--_EAod3_T	28.0
Lutibacter_agarilyticus-_-JN864028--_KYW566_T	21.0
Pseudomonas_nunensis-_-GQ254719--_In5T	28.0
Methanopyrus_kandleri-_-AE009439--_AV19_T	86.0
Flavobacterium_paronense-_-KF499995--_KNUS1_T	17.0
g__745364	28.0
Paenibacillus_crassostreae-_-KU057345--_LPB0068_T	29.0
Oceanimonas_smirnovii-_-AY538714--_31-13_T	23.0
Acidithiobacillus_ferrivorans-_-AF376020--_NO-37_T	23.0
Flavobacterium_endoglycinae-_-MW722792--_BB8_T	20.0
g__702	33.0
g__444090	66.0
Selenomonas_lipolytica-_-AF001901--_CF1B_T	33.0
g__40413	15.0
g__939	52.0
Winogradskyella_rapida-_-U64013--_SCB36_T	12.0
Paraferrimonas_sedimenticola-_-AB681497--_NBRC_101628_T	21.0
Syntrophotalea_carbinolica-_-CP000142--_DSM_2380_T	26.0
Alkalicoccobacillus_gibsonii-_-X76446--__T	31.0
g__2901416	32.0
Savagea_faecisuis-_-KC164375--_Con12_T	29.0
g__1073531	33.0
Henriciella_marina-_-AQXT01000002--_DSM_19595_T	25.0
Selenomonas_sputigena-_-AB643463--_JCM_6580_T	32.0
Amycolatopsis_palatopharyngis-_-AF479268--_1Bdz_T	30.0
Agathobaculum_desmolans-_-L34618--_ATCC_43058_T	41.0
Limnobacter_humi-_-KT750338--_UCM-39_T	27.0
Pseudomonas_viridiflava-_-Z76671--_LMG_2352T__T	24.0
Lacticaseibacillus_baoqingensis-_-MK110840--_47-3_T	32.0
Hansschlegelia_quercus-_-MK695718--_Dub_T	25.0
Paenibacillus_allorhizoplanae-_-OP023150--_JJ-42T	28.0
Ottowia_pentelensis-_-EU518930--_RB3-7_T	25.0
Amycolatopsis_viridis-_-AF466095--_GY115_T	32.0
Asticcacaulis_biprosthecium-_-ADUH01000274--_C19_T	27.0
Sutterella_faecalis-_-MK999987--_KGMB03119T	34.0
Rhodocyclus_tenuis-_-D16208--_DSM109_T	23.0
Paenibacillus_artemisiicola-_-JQ723725--_MWE-103_T	26.0
Saccharothrix_deserti-_-MF972516--_BMP8144_T	26.0
Tractidigestivibacter_scatoligenes-_-JX905358--_SK9K4_T	34.0
Pyrococcus_horikoshii-_-AY099169--_DSM_12428_T	87.0
Veronia_nyctiphanis-_-JX129353--_CAIM_600T	23.0
Granulicella_aggregans-_-AM887756--_TPB6028_T	17.0
Vibrio_tapetis_subsp._quintayensis-_-LN846938--_QL-9_T	26.0
Enterococcus_pseudoavium-_-AF061002--_ATCC49372_T	35.0
g__338583	26.0
Phaeobacter_inhibens-_-AY177712--_T5_T	23.0
Aliikangiella_marina-_-KR078283--_GYP-15_T	28.0
Novosphingobium_fluoreni-_-KF460450--_HLJ-RS18_T	26.0
Moritella_dasanensis-_-EF192283--_ArB_0140_T	10.0
Nocardioides_zhouii-_-JQ673417--_HLT2-9_T	26.0
Hoylesella_shahii-_-AB108825--_JCM_12083_T	34.0
Cytobacillus_purgationiresistens-_-FR666703--_DS22_T	33.0
Paenibacillus_larvae_subsp._larvae-_-AY530294--_DSM_7030_T	37.0
Campylobacter_jejuni_subsp._jejuni-_-AIOL01000061--_ATCC_33560_T	36.0
g__2717700	25.0
Fictibacillus_arsenicus-_-AJ606700--_con_a/3_T	29.0
Saccharopolyspora_cavernae-_-KF177334--_YIM_C01235_T	23.0
Microbacterium_gilvum-_-KC959569--_YIM_100951_T	31.0
Dactylosporangium_cerinum-_-KF928748--_NEAU-TPG4_T	26.0
Aestuariivivens_insulae-_-KP341540--_AH-MY3_T	23.0
Rickettsia_asiatica-_-AF394906--_IO-1_T	34.0
Mycoplasma_phocidae-_-AF304325--_105-_ATCC_33657_T	30.0
Acinetobacter_baumannii-_-X81660--_DSM_30007_LTP__T	27.0
Methanohalophilus_halophilus-_-FR733671--_DSM3094_T	35.0
Rhizobium_pisi-_-AY509899--_DSM_30132_T	26.0
Spirosoma_flavum-_-KX853079--_Y4AR-5_T	17.0
Demequina_sediminis-_-LC203062--_HT7-17_T	25.0
Imperialibacter_roseus-_-KC800928--_P4_T	11.0
Algoriphagus_marisflavi-_-MF193603--_KEM-106_T	20.0
g__442727	12.0
Rheinheimera_pleomorphica-_-KJ563231--_PKS-7T	30.0
Lacticaseibacillus_casei-_-AF469172--_ATCC_393_T	32.0
Aequorivita_viscosa-_-HM485318--_8-1b_T	18.0
Williamsia_aurantiaca-_-JN615438--_CBMAI_1090_T	27.0
Tessaracoccus_coleopterorum-_-MN099423--_HDW20_T	29.0
Paraburkholderia_aspalathi-_-KC817488--_VG1C_T	27.0
Lysobacter_avium-_-MT764977--_H23M41T	23.0
Salinispora_mooreana-_-HQ642900--_CNT-150_T	27.0
Leptospira_bandrabouensis-_-RQHT01000001--_M10A_T	27.0
Archaeoglobus_profundus-_-CP001857--_DSM_5631_T	82.0
Granulibacter_bethesdensis-_-AY788950--_CGDNIH1_T	31.0
Halostagnicola_bangensis-_-HF544345--_T26_T	31.0
Lentzea_albida-_-AB006176--_IFO_16102_T	26.0
Kangiella_marina-_-JN559388--_KM1_T	29.0
Lysobacter_terrestris-_-MK215831--_II4T	24.0
Chthonobacter_rhizosphaerae-_-MG209703--_yh7-1T	25.0
Thalassotalea_fusca-_-KF484399--_G-MB1_T	10.0
Avibacterium_volantium-_-M75070--_NCTC_3438_T	35.0
g__100883	34.0
Salinirubrum_litoreum-_-JQ237118--_XD46_T	32.0
Streptomyces_minutiscleroticus-_-EF178696--_NRRL_B-12202_T	25.0
Mesorhizobium_hankyongi-_-KY078835--_Gsoil_531_T	23.0
Croceicoccus_gelatinilyticus-_-MZ165339--_1NDH52_T	25.0
Actinocorallia_glomerata-_-AJ293704--_IMSNU_22179T_T	26.0
Halolamina_pelagica-_-GU208826--_TBN21_T	33.0
Paraprevotella_xylaniphila-_-AB547652--_JCM_14860_T	33.0
Moraxella_bovis-_-AF005182--_ATCC_10900T_T	34.0
g__1051898	26.0
g__353799	31.0
Granulicella_sibirica-_-MK053657--_AF10_T	17.0
Deinococcus_metalli-_-JQ608330--_1PNM-19_T	24.0
g__2993618	33.0
Bifidobacterium_longum_subsp._suis-_-M58743--_ATCC_27533_T	35.0
Litoreibacter_ascidiaceicola-_-KJ410763--_RSS4-C1_T	9.0
Dickeya_parazeae-_-MW947273--_S31_/type_materialtype_strain_of_Dickeya_parazeaeT	24.0
Flavobacterium_solisilvae-_-KX268610--_SE-s27_T	17.0
Sulfitobacter_salinus-_-LC464517--_KMU-143_T	23.0
Nicoliella_spurrieriana-_-OM986479--_SGEP1_A5T	24.0
Nocardioides_furvisabuli-_-DQ411542--_SBS-26_T	26.0
Pseudothermotoga_thermarum-_-CP002351--_DSM_5069_T	67.0
Sphingobium_olei-_-AM489507--_IMMIB_HF-1_T	17.0
Bifidobacterium_pongonis-_-MZ573303--_64T4_T	35.0
Fodinibius_halophilus-_-KR559733--_2W32_T	23.0
Desulfurella_kamchatkensis-_-Y16941--_K-119_-DSM_10409-_T	56.0
Corynebacterium_camporealensis-_-Y09569--_CRS-51-_CECT_4897_T	34.0
Palleniella_intestinalis-_-JABKKG010000000--_PINTT	34.0
g__1340414	44.0
Parageobacillus_thermoglucosidasius-_-AY608981--_BGSC_95A1_T	60.0
g__296014	27.0
Lentzea_xinjiangensis-_-DQ898283--_R24_T	26.0
Aeromonas_jandaei-_-X60413--_ATCC_49568_T	33.0
Microbacterium_aoyamense-_-AB234028--_KV-492_T	32.0
Pyruvatibacter_mobilis-_-KR078282--_GYP-11_T	26.0
Arthrobacter_sunyaminii-_-MW869856--_zg-ZUI122_T	27.0
Microbacterium_halimionae-_-KJ920278--_PA36-_DSM_27576-_CECT_8593_T	31.0
Roseibium_polysiphoniae-_-LC381921--_rh46_T	25.0
Pedobacter_glacialis-_-KC569795--_8-24_T	23.0
Caminibacter_profundus-_-AJ535664--_CR_T	44.0
Acidovorax_lacteus-_-KY287949--_M36_T	24.0
Methylobacterium_brachiatum-_-AB175649--_B0021_T	27.0
Lactococcus_hircilactis-_-KJ201026--_DSM_28960_T	33.0
Gilvibacter_sediminis-_-AB255368--_Mok-1-36_T	21.0
Corynebacterium_pyruviciproducens-_-ATBY01000013--_ATCC_BAA-1742_T	30.0
Halococcus_saccharolyticus-_-AB663370--_JCM_8878_T	35.0
Halopiger_thermotolerans-_-AB844674--_SR-441_T	34.0
Corynebacterium_pelargi-_-KF986249--_136/3_T	34.0
Croceicoccus_pelagius-_-KT383844--_Ery9_T	25.0
Acutalibacter_muris-_-KR364749--_KB18_T	34.0
Actinobacillus_delphinicola-_-AY362889--_NCTC_12870_T	34.0
Mammaliicoccus_sciuri-_-AJ421446--_DSM_20345T_T	32.0
Luteimonas_lumbrici-_-MH974111--_1.1416_T	23.0
Hyphomonas_hirschiana-_-KF863145--_DSM_5152_T	25.0
Herbaspirillum_aquaticum-_-FJ267649--_IEH_4430_T	30.0
Plasticicumulans_acidivorans-_-GU206550--_TUD-YJ37_T	29.0
Cryptosporangium_cibodasense-_-LC025527--_LIPI11-2-Ac046_T	25.0
Leifsonia_xyli_subsp._cynodontis-_-AB016985--_JCM_9733_T	28.0
Nafulsella_turpanensis-_-ANNU01000014--_ZLM-10_T	9.0
Pseudomonas_maumuensis-_-CP077077--_COW77T	28.0
Corynebacterium_occultum-_-MN714230--_2039_T	32.0
Ureibacillus_thermosphaericus-_-AB101594--_DSM10633T_T	39.0
Microbispora_rosea_subsp._rosea-_-D86936--_IFO_14044_T	26.0
Azorhizobium_oxalatiphilum-_-FR799325--_NS12_T	26.0
Variovorax_gossypii-_-KR349468--_JM-310_T	26.0
Pseudonocardia_rhizophila-_-GU322368--_YIM_67013_T	27.0
Brevibacterium_atlanticum-_-MN463008--_WO024_/type_materialtype_strain_of_Brevibacterium_atlanticumT	27.0
Lentzea_roselyniae-_-EU551683--_C81_T	26.0
Pedobacter_montanisoli-_-MZ573239--_CYS-01T	24.0
Kocuria_atrinae-_-FJ607311--_P30_T	31.0
Nitrosomonas_europaea-_-HE862405--_ATCC_25978_T	23.0
Roseomonas_globiformis-_-MG589944--_CPCC100847_T	27.0
g__2676063	20.0
Clostridium_subterminale-_-AB538430--_JCM_1417_T	30.0
Sporolactobacillus_kofuensis-_-AB374517--_JCM_3419_T	35.0
Sodaliphilus_pleomorphus-_-MN537547--_DSM_108610_T	32.0
Nocardia_brevicatena-_-AF430040--_DSM_43024_T	26.0
Dendrosporobacter_quercicolus-_-AJ010962--_DSM_1736-T-_T	39.0
g__2678352	29.0
Helicobacter_kumamotonensis-_-LC650920--_PAGU1991_T	35.0
Janibacter_endophyticus-_-MW911624--_YIMB02568_T	16.0
g__1434003	25.0
g__1434002	23.0
g__1434001	28.0
g__1434000	25.0
g__1434007	23.0
g__1434006	35.0
g__1434005	26.0
g__1434004	51.0
g__1434009	20.0
g__1434008	26.0
Sphaerisporangium_rhizosphaerae-_-MF981162--_NEAU-mq3_T	26.0
Syntrophotalea_acetylenica-_-X70955--_WoAcy1_DSM2348_T	27.0
Tessaracoccus_lapidicaptus-_-KF668596--_IPBSL-7_T	28.0
Clostridium_lentum-_-MT905174--_NSJ-42_T	35.0
g__1335483	33.0
Sediminibacterium_aquarii-_-KR812546--_AA5_T	23.0
Sphingobacterium_cladoniae-_-FJ868219--_No.6_T	13.0
Rhodoluna_lacicola-_-AM182889--_MWH-Ta8_T	28.0
Leptospira_interrogans-_-AOVR01000059--_RGA_T	27.0
g__2269381	26.0
Clostridium_herbivorans-_-L34418--_54408_T	33.0
Thiorhodococcus_modestalkaliphilus-_-AM993156--_JA395_T	7.0
Desulfovibrio_inopinatus-_-AF177276--_HHQ_20_T	26.0
Psychrobacter_aquaticus-_-AJ584833--_CMS_56_LTP__T	21.0
g__162289	33.0
Mariniflexile_gromovii-_-DQ312294--_KMM_6038_T	23.0
g__33874	26.0
g__33877	26.0
Clostridium_isatidis-_-CP016786--_DSM_15098_n_T	34.0
Roseibium_hamelinense-_-D85836--_OCh_368_T	26.0
Burkholderia_thailandensis-_-U91838--_E264_T	26.0
Paenibacillus_cremeus-_-MF446616--_JC52T	28.0
Caldalkalibacillus_uzonensis-_-DQ221694--_JW/WZ-YB58_T	60.0
Gluconobacter_cerevisiae-_-HG329624--_LMG_27748_T	25.0
Frateuria_defendens-_-KX196280--_Dho_T	26.0
Sphaerisporangium_album-_-EU499344--_YIM_48782_T	26.0
g__2321115	31.0
g__2321114	29.0
Lampropedia_aestuarii-_-MK733277--_YIM_MLB12_T	30.0
Planotetraspora_silvatica-_-AB112082--_TT_00-51_T	26.0
g__1769012	23.0
Gluconobacter_albidus-_-AB178392--_NBRC_3250_T	25.0
Gordonia_defluvii-_-AY650265--_J4_T	26.0
g__71655	25.0
Parafrigoribacterium_mesophilum-_-EF466126--_MSL-08_T	28.0
Blautia_hydrogenotrophica-_-ACBZ01000217--_DSM_10507_T	33.0
Phytobacter_ursingii-_-FJ611881--_ATCC_27989_T	33.0
Pseudomonas_boreopolis-_-AB021391--_ATCC_33662_T	30.0
Salicibibacter_halophilus-_-CP035485--_NKC3-5_T	29.0
Achromobacter_insuavis-_-HF586506--_LMG_26845_T	35.0
Maribacter_arcticus-_-AY771762--_KOPRI_20941_T	26.0
Nocardioides_sambongensis-_-KX858534--_KUDC5002_T	26.0
Thermomonas_carbonis-_-KF923805--_GZ436_T	30.0
Halothiobacillus_kellyi-_-AF170419--_BII-1_T	33.0
Allochromatium_phaeobacterium-_-AM712619--_JA144_T	17.0
Albibacillus_kandeliae-_-KY038376--_J95_T	36.0
Alcanivorax_balearicus-_-AY686709--_MACL04_T	25.0
Oceanobacillus_arenosus-_-JX233495--_CAU_1183_T	27.0
Rhodococcus_sovatensis-_-KU189221--_H004_T	27.0
Actinomyces_howellii-_-X80411--_NCTC_11636_T	34.0
Oscillibacter_ruminantium-_-JF750939--_GH1_T	27.0
Defluviicoccus_vanus-_-AF179678--_Ben_114_T	33.0
Kitasatospora_paracochleata-_-U93328--_14769_T	25.0
Pedobacter_jejuensis-_-KC252614--_THG-DR3_T	23.0
